,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
2558,Calvary,2014,"Father James is a small-town priest in Ireland whose Sunday confessionals suddenly include a threat to kill him in a week's time as a matter of principle. Deeply troubled and conflicted about how to respond, Father James tries to go on with his calling through that week. However, that proves impossible as he is confronted with a troubling variety of spiritual challenges from both his estranged daughter and his own parishioners. In those dispiriting struggles, Father James' life begins to fall apart as time runs out towards a confrontation that seems to crystallize his values and what he wants his life to be.","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",Action|Comedy|Crime|Drama,tt2234003,102,LGM5rq_vX4U,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Calvary-Movie-Poster.jpg,John Michael McDonagh,John Michael McDonagh,Brendan Gleeson|Chris O'Dowd|Kelly Reilly
3731,One on One,2014,"One on One: After a high school student is murdered, the seven suspects are hunted down by members of a terrorist organization.","One on One: After a high school student is murdered, the seven suspects are hunted down by members of a terrorist organization.",Crime|Drama|Thriller,tt3696126,122,1ONk-5fIKiI,5.7,https://hydramovies.com/wp-content/uploads/2018/08/One-on-One-Movie-Poster.jpg,Ki-duk Kim,Ki-duk Kim,Dong-seok Ma|Yi-Kyeong Lee|Young-min Kim
3162,Paranormal Activity: The Marked Ones,2014,"Jesse begins experiencing a number of disturbing and unexplainable things after the death of his neighbor. As he investigates, it isn't long before Jesse finds he's been marked for possession by a malevolent demonic entity, and it's only a matter of time before he is completely under its control...","When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.",Action|Fantasy|Horror|Thriller,tt2473682,84,J6DYsGTMkCU,5,https://hydramovies.com/wp-content/uploads/2018/05/Paranormal-Activity-The-Marked-Ones-Movie-Poster.jpg,Christopher Landon,Christopher Landon,Andrew Jacobs|Gabrielle Walsh|Jorge Diaz
1663,Sin City: A Dame to Kill For,2014,"Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that ...",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,Action|Crime|Thriller,tt0458481,102,nqRRF5y94uE,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Sin-City-A-Dame-to-Kill-For-Movie-Poster.jpg,Frank Miller,Frank Miller,Jessica Alba|Josh Brolin|Mickey Rourke
2557,Camp X-Ray,2014,"A young soldier escapes her suffocating small town by joining the military, only to find that she isn't going for a tour of duty in Iraq as she hoped. Instead, she's sent to Guantanamo. Met with hatred and abuse from the men in her charge, she forges an odd friendship with a young man who has been imprisoned at Gitmo for eight years.",A soldier assigned to Guantanamo Bay befriends a man who has been imprisoned there.,Action|Drama|War,tt2994190,117,V602GMSSo0Y,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Camp-X-Ray-Movie-Poster.jpg,Peter Sattler,Peter Sattler,Kristen Stewart|Lane Garrison|Payman Maadi
3164,Honeymoon,2014,"Young newlyweds Paul and Bea travel to remote lake country for their honeymoon. Shortly after arriving, Paul finds Bea wandering and disoriented in the middle of the night. As she becomes more distant and her behavior increasingly peculiar, Paul begins to suspect something more sinister than sleepwalking took place in the woods.",A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.,Action|Horror|Mystery|Romance|Thriller,tt3177316,87,5iZLPNFWLxk,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Honeymoon-Movie-Poster.jpg,Leigh Janiak,Phil Graziadei,Ben Huber|Harry Treadaway|Rose Leslie
3165,The Humbling,2014,"An aged and addled actor has his world turned upside down after he embarks upon an affair with a lesbian, in this acidulous adaptation of the Philip Roth novel.",A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.,Comedy|Drama|Romance,tt1568343,112,qu6SCUXeYl0,5.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Humbling-Movie-Poster.jpg,Barry Levinson,Buck Henry,Al Pacino|Greta Gerwig
1646,Son of a Gun,2014,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch. But protection comes at a price. Lynch and his crew have plans for their young protegee. Upon release, JR must help secure Lynch's freedom, staging a daring prison break. As a reward, he's invited to join the crew as they plan a gold heist that promises to deliver millions. However, as things start to go wrong, a deadly game of cat and mouse ensues. JR finds himself unsure of whom he can trust and on a collision course with his former mentor.","JR busts out of prison with Brendan Lynch, Australia's most notorious criminal, and joins Lynch's gang for a gold heist that soon pits the two men against one another.",Action|Crime|Drama|Thriller,tt2452200,108,v6LQzRBDjA0,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Son-of-a-Gun-Movie-Poster.jpg,Julius Avery,Julius Avery,Alicia Vikander|Brenton Thwaites|Ewan McGregor
1645,Song of the Sea,2014,"Saoirse is a child who is the last of the selkies, women in Irish and Scottish legends who transform from seals into people. She escapes from her grandmother's home to journey to the sea and free fairy creatures trapped in the modern world.","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",Action|Adventure|Animation|Drama|Family,tt1865505,93,HgbXWt8kM5Q,8.1,https://hydramovies.com/wp-content/uploads/2018/04/Song-of-the-Sea-Movie-Poster.jpg,Tomm Moore,Will Collins,Brendan Gleeson|David Rawle|Lisa Hannigan
1338,The Maze Runner,2014,"Awakening in an elevator, remembering nothing of his past, Thomas emerges into a world of about thirty teenage boys, all without past memories, who have learned to survive under their own set of rules in a completely enclosed environment, subsisting on their own agriculture and supplies. With a new boy arriving every thirty days, the group has been in ""The Glade"" for three years, trying to find a way to escape through the Maze that surrounds their living space (patrolled by cyborg monsters named 'Grievers'). They have begun to give up hope when a comatose girl arrives with a strange note, and their world begins to change with the boys dividing into two factions: those willing to risk their lives to escape and those wanting to hang onto what they've got and survive.","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow &quot;runners&quot; for a shot at escape.",Action|Mystery|Sci-Fi|Thriller,tt1790864,113,Xv8ffeBcRC8,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Maze-Runner-Movie-Poster.jpg,Wes Ball,Noah Oppenheim,Dylan O'Brien|Kaya Scodelario
1643,Soul Boys of the Western World,2014,"Set against the backdrop of the 1980s music scene, this documentary charts the meteoric rise, fall and ultimate reunion of pop sensation Spandau Ballett, told by the band members themselves with unseen archive footage that will thrill the many fans and beyond.","A documentary about Spandau Ballet, who were one of the biggest pop groups of the 1980s and a defining act of the New Romantic scene.",Action|Biography|Documentary|Music,tt3636326,110,cwx333QIwcs,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Soul-Boys-of-the-Western-World-Movie-Poster.jpg,George Hencken,Tony Hadley,Gary Kemp
3812,Mune: Guardian of the Moon,2014,"Mune, a young fawn, is chosen as the new Guardian of the Moon. Together with Glim, a girl made of wax, and Sohone, the new Guardian of the Sun, they must recover the sun from the evil Necross.","When an evil magma demon and his minions steals the sun of a magical world, the new guardians of both the sun and the moon must embark on a quest to retrieve it and save their world from disaster as the moon faces destruction as well.",Adventure|Animation|Comedy|Family|Fantasy,tt3858372,85,X-YuxDOO8pU,7.2,https://hydramovies.com/wp-content/uploads/2018/08/Mune-Guardian-of-the-Moon-Movie-Poster.jpg,Alexandre Heboyan,Benoît Philippon,Izïa Higelin|Michaël Grégorio|Omar Sy
1410,The Homesman,2014,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.","Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",Action|Drama|Western,tt2398231,122,u6uQkoXKGxM,6.6,https://hydramovies.com/wp-content/uploads/2018/04/The-Homesman-Movie-Poster.jpg,Tommy Lee Jones,Tommy Lee Jones,Hilary Swank|Tommy Lee Jones
2553,Captain America: The Winter Soldier,2014,"For Steve Rogers, awakening after decades of suspended animation involves more than catching up on pop culture; it also means that this old school idealist must face a world of subtler threats and difficult moral complexities. That becomes clear when Director Nick Fury is killed by the mysterious assassin, the Winter Soldier, but not before warning Rogers that SHIELD has been subverted by its enemies. When Rogers acts on Fury's warning to trust no one there, he is branded as a traitor by the organization. Now a fugitive, Captain America must get to the bottom of this deadly mystery with the help of the Black Widow and his new friend, The Falcon. However, the battle will be costly for the Sentinel of Liberty, with Rogers finding enemies where he least expects them while learning that the Winter Soldier looks disturbingly familiar.","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Action|Adventure|Sci-Fi|Thriller,tt1843866,136,7SlILk2WMTI,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Captain-America-The-Winter-Soldier-Movie-Poster.jpg,Anthony Russo,Christopher Markus,Chris Evans|Samuel L. Jackson
3734,Son of Batman,2014,"Ra's AL Ghul is dead, slain by former League of Assassin Slade Wilson, aka Deathstroke. His victory is not without a cost, the price his right eye; taken by Ra's own grandson Damien. Fearing for her sons' safety Talia AL Ghul decides now is the time for the boy to meet his father. Half a world away a trail of chemical plant heists finds the Batman catching the culprit in the very act. The thief is Killer Croc, but Croc has changed mutated by some unseen hand. With the shocking appearance of the lovely but deadly Talia, Croc is quickly taken down. Back at Gotham harbor Talia gives the Detective the news of Ra's fate along with the surprise of introducing him to Damien, their son. Talia sets out to handle Slade while Damien falls under the guardianship of Batman. The young man possess great fighting prowess but his cocky self confidence creates friction back at Wayne Manor. Batman's investigation into Croc's actions leads him to the home of Dr. Kirk Langstrom, creator of the Man-bat ...","Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group the League of Assassins.",Action|Adventure|Animation|Crime|Drama,tt3139072,74,bis7XOu0Xms,6.7,https://hydramovies.com/wp-content/uploads/2018/08/Son-of-Batman-Movie-Poster.jpg,Ethan Spaulding,Bob Kane,Jason O'Mara|Stuart Allan
3413,My Life in China,2014,"In America, everyone has a family story of immigration. Every family, at some point, has had somebody leave their native country behind to search for a better life. How did they hold onto their identity? How did they adapt to their new life? Every family has a special story. In my case, it's my Chinese-American story. My father would always tell us his story about walking for 7 days and 6 nights, before swimming for 4 hours to Macau to escape communism in 1966. His story would fall on my deaf ears until I returned to China with him.","In America, everyone has a family story of immigration. Every family, at some point, has had somebody leave their native country behind to search for a better life. How did they hold onto ...",Biography|Documentary|Family|History,tt4184494,81,XKP9UiWcawU,7.6,https://hydramovies.com/wp-content/uploads/2018/06/My-Life-in-China-Movie-Poster-2.jpg,Kenneth Eng,Ehren Parks,Yau King Eng
1476,The Disappearance of Eleanor Rigby: Them,2014,One couple's story as they try to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.,One couple's story as they try to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.,Action|Drama|Romance,tt3729920,123,7AhTkFc-XCM,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Disappearance-of-Eleanor-Rigby-Them-Movie-Poster.jpg,Ned Benson,Ned Benson,James McAvoy|Jessica Chastain|Viola Davis
1331,The Mule,2014,A first time drug mule is caught by law enforcement.,A first time drug mule is caught by law enforcement.,Action|Comedy|Crime|Drama,tt2130270,103,fl5Pu3b-V6U,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Mule-Movie-Poster.jpg,Tony Mahony,Leigh Whannell,Angus Sampson|Hugo Weaving
1333,The Monuments Men,2014,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on an unlikely World War II platoon, tasked by FDR with going into Germany to rescue artistic masterpieces from Nazi thieves and returning them to their rightful owners. It would be an impossible mission: with the art trapped behind enemy lines, and with the German army under orders to destroy everything as the Reich fell, how could these guys - seven museum directors, curators, and art historians, all more familiar with Michelangelo than the M-1 - possibly hope to succeed? But as the Monuments Men, as they were called, found themselves in a race against time to avoid the destruction of 1000 years of culture, they would risk their lives to protect and defend mankind's greatest achievements.",An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,Action|Drama|History|War,tt2177771,118,QjbDnra9mqU,6.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Monuments-Men-Movie-Poster.jpg,George Clooney,George Clooney,George Clooney|Matt Damon
3142,Saints and Soldiers: The Void,2014,The German war machine is in retreat. Two American M 18 tank destroyers are sent to root out a die hard group of Nazis holed up in the Harz Mountains.,The German war machine is in retreat. Two American M 18 tank destroyers are sent to root out a die hard group of Nazis holed up in the Harz Mountains.,Action|Drama|War,tt1270114,0,0hsKRqjZoD8,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Saints-and-Soldiers-The-Void-Movie-Poster.jpg,Ryan Little,Ryan Little,Adam Gregory|Michael Todd Behrens|Timothy S. Shoemaker
2581,Boychoir,2014,"Stet, a troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school back East after the death of his single mom. Completely out of his element, he finds himself in a battle of wills with a demanding Choir Master who recognizes a unique talent in this young boy as he pushes him to discover his creative heart and soul in music.","After his single mother dies, a young boy with an excellent voice is sent to a prestigious choir school, and has trouble adapting to the culture of the school.",Action|Drama|Music,tt3302706,103,lMWl6-mlDD4,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Boychoir-Movie-Poster.jpg,François Girard,Ben Ripley,Dustin Hoffman|Eddie Izzard|Kathy Bates
2253,Guardians of the Galaxy,2014,"After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth, is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the world.",A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,Action|Adventure|Sci-Fi,tt2015381,121,2XltzyLcu0g,8.1,https://hydramovies.com/wp-content/uploads/2018/04/Guardians-of-the-Galaxy-Movie-Poster.jpg,James Gunn,James Gunn,Chris Pratt|Vin Diesel
3144,Think Like a Man Too,2014,"In the highly anticipated sequel, which was inspired by Steve Harvey's best-selling book Act Like a Lady, Think Like a Man, all the couples are back for a wedding in Las Vegas. But plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",Action|Comedy|Romance,tt2239832,106,hsQcFMwl0sU,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Think-Like-a-Man-Too-Movie-Poster.jpg,Tim Story,Keith Merryman,Gabrielle Union|Kevin Hart
3145,Zodiac: Signs of the Apocalypse,2014,"Archaeology Professor Neil Martin hasn't done field work in fifteen years, ever since his divorce and needing to take care of his son, Colin. Now twenty, Colin convinces his father to accept an assignment offered by Kathryn Keen of Poly Dynamics, a research company that tries to find solutions to global issues. That assignment, which continues the work of a now deceased Professor Robert Bowles, looks into an unusual find in a lead mine in Peru. After traveling to the site with Colin and Kathryn, Neil believes the find, a tablet with some astrological glyphs, including one of Planet X - the ninth planet - is part of a key to some recent natural and destructive phenomenon, including a couple of meteor storms, one which killed Dr. Bowles and one which almost killed Colin. They also uncover a seemingly radioactive stone buried behind the tablet. He believes the stone and the tablet are only parts of the puzzle to the reason behind the destructive natural phenomenon, twelve which will ...","When a mysterious planet crosses the sun, global catastrophes are unleashed. A rogue scientist is the key to deciphering the symbols and humanity's only chance at survival.",Action|Sci-Fi,tt3102206,89,QYgHUprszFE,3.2,https://hydramovies.com/wp-content/uploads/2018/05/Zodiac-Signs-of-the-Apocalypse-Movie-Poster.jpg,W.D. Hogan,David Sanderson,Aaron Douglas|Joel Gretsch|Reilly Dolman
2386,Elsa & Fred,2014,"""Elsa and Fred"" is the story of two people who at the end of the road, discover that it's never too late to love and make dreams come true. Elsa has lived for the past 60 years dreaming of a moment that Fellini had already envisaged: the scene in 'La Dolce Vita' at the Fontana di Trevi. The same scene without Anita Ekberg in it, but with Elsa instead. Without Marcello Mastroianni but with that love that took so long to arrive. Fred has always been a good man who did everything he was supposed to do. After losing his wife, he feels disturbed and confused and his daughter decides that it would be best if he moves into a smaller apartment where he ends meeting Elsa. From that moment on, everything changes. Elsa bursts into his life like a whirlwind, determined to teach him that the time he has left to live -- be it more or less -- is precious and that he should enjoy it as he pleases. Fred surrenders to Elsa's frenzy, to her youth, to her boldness, to her beautiful madness. And this is ...","&quot;Elsa and Fred&quot; is the story of two people who at the end of the road, discover that it's never too late to love and make dreams come true. Elsa has lived for the past 60 years dreaming of ...",Action|Comedy|Drama|Romance,tt2113659,93,TnORJy_2tzg,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Elsa-Fred-Movie-Poster.jpg,Michael Radford,Marcos Carnevale,Christopher Plummer|Shirley MacLaine
3136,Earth to Echo,2014,"""Earth to Echo"" follows four young teenagers who find an alien life form that's trying to rebuild its spaceship. Together, the teenagers protect the alien and help rebuild its ship so it can fly back to its home planet.","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",Action|Adventure|Family|Sci-Fi,tt2183034,91,qwI8y3_Lvto,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Earth-to-Echo-Movie-Poster.jpg,Dave Green,Henry Gayden,Astro|Teo Halm
3146,Ribbit,2014,"A fantastic journey sometimes begins with one tiny little hop. Ribbit is a frog with an identity crisis. Unlike frogs, he hates hopping and has a strong aversion to water. Feeling a misfit, he is full of questions about his life... and so together with his best friend, a flying squirrel, he embarks on a soul-searching journey in search of the truth and his rightful place in this world. Set amongst the breathtaking backdrop of the Amazon rainforest, they surge ahead in their quest for the answer to life's mysteries... encountering a zany variety of colourful characters, both friend and foe, along the way. Confusion reigns when Ribbit is accidently hypnotised. Is Ribbit a human prince trapped in a frog's body by an evil curse... or is he merely a confused colourful denizen of the jungle?",The tale of a frog with an identity crisis.,Action|Adventure|Animation|Comedy|Family,tt2066048,88,nTCILjV2uDQ,4.1,https://hydramovies.com/wp-content/uploads/2018/05/Ribbit-Movie-Poster.jpg,Chuck Powers,Amir Hafizi,Russell Peters|Sean Astin|Tim Curry
2580,Boyhood,2014,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting.","The life of Mason, from early childhood to his arrival at college.",Action|Drama,tt1065073,165,IiDztHS3Wos,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Boyhood-Movie-Poster.jpg,Richard Linklater,Richard Linklater,Ellar Coltrane|Ethan Hawke|Patricia Arquette
1400,The Imitation Game,2014,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",Action|Biography|Drama|History|Thriller,tt2084970,114,nuPZUUED5uk,8,https://hydramovies.com/wp-content/uploads/2018/04/The-Imitation-Game-Movie-Poster.jpg,Morten Tyldum,Graham Moore,Benedict Cumberbatch|Keira Knightley|Matthew Goode
611,Dead Snow 2: Red vs. Dead,2014,"If the worst day of your life consisted of accidentally killing your girlfriend with an axe, chain-sawing your own arm off, and watching in horror as your closest friends were devoured by a zombified Nazi battalion, you'd have to assume that things couldn't get much worse. In Martin's case, that was only the beginning.","Still on the run from a group of Nazi zombies, a man seeks the aid of a group of American zombie enthusiasts, and discovers new techniques for fighting the zombies.",Action|Comedy|Horror,tt2832470,100,glIoXwTcG60,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Dead-Snow-2-Red-vs.-Dead-Movie-Poster.jpg,Tommy Wirkola,Tommy Wirkola,Ørjan Gamst|Vegar Hoel
2427,Dirty Wars,2013,"Dirty Wars follows investigative reporter Jeremy Scahill, author of the international bestseller Blackwater, into the hidden world of America's covert wars, from Afghanistan to Yemen, Somalia, and beyond. Part action film and part detective story, Dirty Wars is a gripping journey into one of the most important and underreported stories of our time. What begins as a report on a deadly U.S. night raid in a remote corner of Afghanistan quickly turns into a global investigation of the secretive and powerful Joint Special Operations Command (JSOC). As Scahill digs deeper into the activities of JSOC, he is pulled into a world of covert operations unknown to the public and carried out across the globe by men who do not exist on paper and will never appear before Congress. In military jargon, JSOC teams ""find, fix, and finish"" their targets, who are selected through a secret process. No target is off limits for the ""kill list,"" including U.S. citizens.",Investigative journalist Jeremy Scahill is pulled into an unexpected journey as he chases down the hidden truth behind America's expanding covert wars.,Action|Crime|Documentary|Drama|Mystery,tt2532528,87,i2YT0K2fb4E,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Dirty-Wars-Movie-Poster.jpg,Rick Rowley,David Riker,Jeremy Scahill|Nasser Al Aulaqi|Saleha Al Aulaqi
2380,Enemy,2013,"Adam Bell is a Toronto area History college professor. He is a rather somber man, largely because he is stuck in a routine, which includes a relationship with his live-in girlfriend, Mary. While watching a rental movie, he spots an actor in a bit part that looks like him. He becomes obsessed with finding out about this double of his. He learns that the actor's stage name is Daniel Saint Claire, whose legal name is Anthony Claire. Claire is a Toronto based actor with only a few on-screen credits, and is married to a woman named Helen who is currently several months pregnant. Adam then becomes obsessed with meeting Claire, who he learns upon first sighting that they look exactly the same, from the facial hair to a scar each has, but Claire who outwardly is more ""put together"" than Adam. Their lives become intertwined as Claire himself ends up becoming obsessed with Adam, but in a slightly different way.",A man seeks out his exact look-alike after spotting him in a movie.,Action|Horror|Mystery|Thriller,tt2316411,91,FJuaAWrgoUY,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Enemy-Movie-Poster.jpg,Denis Villeneuve,José Saramago,Jake Gyllenhaal|Mélanie Laurent|Sarah Gadon
2114,Bad Grandpa,2013,"Eighty-six-year-old Irving Zisman is on a journey across America with the most unlikely companion: his eight-year-old grandson Billy, in ""Jackass Presents: Bad Grandpa"". Jackass characters Irving Zisman (Johnny Knoxville) and Billy (Jackson Nicoll) will take movie audiences along for the most insane hidden camera road trip ever captured on camera. Along the way Irving will introduce the young and impressionable Billy to people, places, and situations that give new meaning to the term ""childrearing"". The duo will encounter male strippers, disgruntled child beauty pageant contestants (and their equally disgruntled mothers), funeral home mourners, biker bar patrons, and a whole lot of unsuspecting citizens. Real people in unreal situations, making for one really messed up comedy.","86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",Action|Comedy,tt3063516,92,tctgUr147zA,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Bad-Grandpa-Movie-Poster.jpg,Jeff Tremaine,Johnny Knoxville,Jackson Nicoll|Johnny Knoxville
2349,Filmage: The Story of Descendents/All,2013,"Long before punk rock inflicted its puncture wound on the map of mainstream music, the Descendents were in a van brewing a potent mix of pop, angst, love and coffee and influencing a generation to come. FILMAGE: The Story of DESCENDENTS/ALL follows drummer and square-peg Bill Stevenson as he pushes himself and a rotating door of band-mates to ""achieve ALL,"" his relentless concept of ""going for greatness, the utmost possible"" despite any and all setbacks. Interviews with the band and contemporaries such as Dave Grohl (Foo Fighters, Nirvana), Mark Hoppus (Blink-182), Mike Watt (Minutemen), Brett Gurewitz (Bad Religion) and many more reveal the untold tale of one of the most overachieving and influential bands in punk, serving as a reminder to always ""go for greatness,"" because sometimes you're gonna get it.","Long before punk rock inflicted its puncture wound on the map of mainstream music, the Descendents were in a van brewing a potent mix of pop, angst, love and coffee and influencing a ...",Action|Biography|Documentary|Music,tt2417154,90,j3ZzwkVgAew,8.3,https://hydramovies.com/wp-content/uploads/2018/04/Filmage-The-Story-of-DescendentsAll-Movie-Poster.jpg,Deedle Lacour,Matt Riggle,Bill Stevenson|Karl Alvarez|Milo Aukerman
2116,Jack the Giant Slayer,2013,"Sent to the market by his uncle to sell their horse and buy thatch for their roof, Jack meets the beautiful Princess Isabelle whom he rescues her from ruffians. He returns home only with a handful of beans given to him by a monk who claimed they were sacred but that does little to impress his uncle who tosses them away. In the night the Princess arrives having run off to keep from marrying Roderick who is clearly only interested in becoming king. Soon the beans take root with a giant stalk carrying away the princess and Jack's house. He soon sets off on an adventure with the king's guards to rescue the princess only to find that a mythical land filled with giants really exists.","The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",Action|Adventure|Fantasy,tt1351685,114,ng9rjC8MOgU,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Jack-the-Giant-Slayer-Movie-Poster.jpg,Bryan Singer,Darren Lemke,Nicholas Hoult|Stanley Tucci
2771,2 Guns,2013,"Robert Trench, an undercover DEA agent, takes advantage of gunman Michael Stigman's idea to rob a bank to bust him and a mob boss. However, it proves too successful with much more money seized than anticipated with Trench's forces not stopping the getaway. Complicating things still more, Stigman turns out to be a Naval Intelligence agent who shoots Trench and takes the money. The interservice debacle suddenly finds Trench and Stigman in a bloody web of corrupt clandestine rivalries as they are hunted, blackmailed and isolated for the money on both sides of the law. Now, the fugitives must work together to find a way out of this situation with no one to turn to but themselves.","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",Action|Comedy|Crime|Drama|Thriller,tt1272878,109,5JZpNxSLcNw,6.7,https://hydramovies.com/wp-content/uploads/2018/04/2-Guns-Movie-Poster.jpg,Baltasar Kormákur,Blake Masters,Denzel Washington|Mark Wahlberg|Paula Patton
2348,Filth,2013,"Scheming Bruce Robertson (James McAvoy), a bigoted and corrupt policeman, is in line for a promotion and will stop at nothing to get what he wants. Enlisted to solve a brutal murder and threatened by the aspirations of his colleagues, including Ray Lennox (Jamie Bell), Bruce sets about ensuring their ruin, right under the nose of unwitting Chief Inspector Toal. As he turns his colleagues against one another by stealing their wives and exposing their secrets, Bruce starts to lose himself in a web of deceit that he can no longer control. His past is slowly catching up with him, and a missing wife, a crippling drug habit and suspicious colleagues start to take their toll on his sanity. The question is: can he keep his grip on reality long enough to disentangle himself from the filth?","A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",Action|Comedy|Crime|Drama,tt1450321,97,tymWDB7gtK4,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Filth-Movie-Poster.jpg,Jon S. Baird,Jon S. Baird,Eddie Marsan|James McAvoy|Jamie Bell
